50 15 3 1 10
0 0.25
42522 42522 42522 42522 42522 42522 42522 42522 42522 42522 42522 42522 42522 42522 42522
w1 0.5
2381 2381 2381 2381 2381 2381 2381 2381 2381 2381 2381 2381 2381 2381 2381
w2 0.5
2287 2287 2287 2287 2287 2287 2287 2287 2287 2287 2287 2287 2287 2287 2287
w3 0.5
4101 4101 4101 4101 4101 4101 4101 4101 4101 4101 4101 4101 4101 4101 4101
w4 0.5
3287 3287 3287 3287 3287 3287 3287 3287 3287 3287 3287 3287 3287 3287 3287
w5 0.5
2044 2044 2044 2044 2044 2044 2044 2044 2044 2044 2044 2044 2044 2044 2044
w6 0.5
4160 4160 4160 4160 4160 4160 4160 4160 4160 4160 4160 4160 4160 4160 4160
w7 0.5
2839 2839 2839 2839 2839 2839 2839 2839 2839 2839 2839 2839 2839 2839 2839
w8 0.5
4138 4138 4138 4138 4138 4138 4138 4138 4138 4138 4138 4138 4138 4138 4138
w9 0.5
2287 2287 2287 2287 2287 2287 2287 2287 2287 2287 2287 2287 2287 2287 2287
w10 0.5
3201 3201 3201 3201 3201 3201 3201 3201 3201 3201 3201 3201 3201 3201 3201
r1 0.770861
82 82 82 82 82 82 82 82 82 82 82 82 82 82 82
41 7 68 15 19 66 90 58 16 45 45 5 56 71 61
r2 0.532167
96 96 96 96 96 96 96 96 96 96 96 96 96 96 96
51 39 92 61 21 26 95 31 35 26 20 48 89 94 85
r3 0.99863
62 62 62 62 62 62 62 62 62 62 62 62 62 62 62
92 8 26 82 61 37 27 98 37 76 69 93 18 65 42
r4 0.508397
54 54 54 54 54 54 54 54 54 54 54 54 54 54 54
98 66 75 90 89 7 16 9 50 98 98 35 87 57 28
r5 0.537781
78 78 78 78 78 78 78 78 78 78 78 78 78 78 78
7 48 15 27 43 45 98 9 35 13 66 72 58 17 67
r6 0.877417
87 87 87 87 87 87 87 87 87 87 87 87 87 87 87
58 10 86 66 14 33 61 9 61 48 62 84 35 40 83
r7 0.803143
48 48 48 48 48 48 48 48 48 48 48 48 48 48 48
10 18 88 5 19 23 14 80 88 67 92 55 84 76 10
r8 0.785507
59 59 59 59 59 59 59 59 59 59 59 59 59 59 59
72 96 88 33 5 49 74 59 30 6 92 10 77 40 16
r9 0.921211
25 25 25 25 25 25 25 25 25 25 25 25 25 25 25
13 99 43 19 79 28 82 69 79 63 45 84 52 5 53
r10 0.513053
85 85 85 85 85 85 85 85 85 85 85 85 85 85 85
79 46 34 50 97 56 51 89 61 25 26 69 10 43 78
r11 0.603122
82 82 82 82 82 82 82 82 82 82 82 82 82 82 82
92 83 7 71 52 81 34 90 63 79 87 13 24 72 87
r12 0.664462
98 98 98 98 98 98 98 98 98 98 98 98 98 98 98
