50 15 7 1 5
0 0.25
42998 42998 42998 42998 42998 42998 42998 42998 42998 42998 42998 42998 42998 42998 42998
w1 0.5
4084 4084 4084 4084 4084 4084 4084 4084 4084 4084 4084 4084 4084 4084 4084
w2 0.5
2777 2777 2777 2777 2777 2777 2777 2777 2777 2777 2777 2777 2777 2777 2777
w3 0.5
3152 3152 3152 3152 3152 3152 3152 3152 3152 3152 3152 3152 3152 3152 3152
w4 0.5
1678 1678 1678 1678 1678 1678 1678 1678 1678 1678 1678 1678 1678 1678 1678
w5 0.5
3101 3101 3101 3101 3101 3101 3101 3101 3101 3101 3101 3101 3101 3101 3101
r1 0.524105
6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
52 52 52 52 52 52 52 52 52 52 52 52 52 52 52
r2 0.531573
26 26 26 26 26 26 26 26 26 26 26 26 26 26 26
96 96 96 96 96 96 96 96 96 96 96 96 96 96 96
r3 0.625179
32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
19 19 19 19 19 19 19 19 19 19 19 19 19 19 19
r4 0.791892
10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
64 64 64 64 64 64 64 64 64 64 64 64 64 64 64
r5 0.780262
70 70 70 70 70 70 70 70 70 70 70 70 70 70 70
16 16 16 16 16 16 16 16 16 16 16 16 16 16 16
r6 0.689008
16 16 16 16 16 16 16 16 16 16 16 16 16 16 16
9 9 9 9 9 9 9 9 9 9 9 9 9 9 9
r7 0.766337
88 88 88 88 88 88 88 88 88 88 88 88 88 88 88
74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
r8 0.5918
62 62 62 62 62 62 62 62 62 62 62 62 62 62 62
70 70 70 70 70 70 70 70 70 70 70 70 70 70 70
r9 0.878066
67 67 67 67 67 67 67 67 67 67 67 67 67 67 67
26 26 26 26 26 26 26 26 26 26 26 26 26 26 26
r10 0.968635
14 14 14 14 14 14 14 14 14 14 14 14 14 14 14
89 89 89 89 89 89 89 89 89 89 89 89 89 89 89
r11 0.632209
45 45 45 45 45 45 45 45 45 45 45 45 45 45 45
90 90 90 90 90 90 90 90 90 90 90 90 90 90 90
r12 0.586593
77 77 77 77 77 77 77 77 77 77 77 77 77 77 77
13 13 13 13 13 13 13 13 13 13 13 13 13 13 13
r13 0.626174
82 82 82 82 82 82 82 82 82 82 82 82 82 82 82
40 40 40 40 40 40 40 40 40 40 40 40 40 40 40
r14 0.507031
82 82 82 82 82 82 82 82 82 82 82 82 82 82 82
42 42 42 42 42 42 42 42 42 42 42 42 42 42 42
r15 0.803255
63 63 63 63 63 63 63 63 63 63 63 63 63 63 63
13 13 13 13 13 13 13 13 13 13 13 13 13 13 13
r16 0.943604
63 63 63 63 63 63 63 63 63 63 63 63 63 63 63
21 21 21 21 21 21 21 21 21 21 21 21 21 21 21
r17 0.530014
47 47 47 47 47 47 47 47 47 47 47 47 47 47 47
9 9 9 9 9 9 9 9 9 9 9 9 9 9 9
r18 0.888608
80 80 80 80 80 80 80 80 80 80 80 80 80 80 80
67 67 67 67 67 67 67 67 67 67 67 67 67 67 67
r19 0.91939
7 7 7 7 7 7 7 7 7 7 7 7 7 7 7
34 34 34 34 34 34 34 34 34 34 34 34 34 34 34
r20 0.930669
21 21 21 21 21 21 21 21 21 21 21 21 21 21 21
41 41 41 41 41 41 41 41 41 41 41 41 41 41 41
r21 0.796964
67 67 67 67 67 67 67 67 67 67 67 67 67 67 67
78 78 78 78 78 78 78 78 78 78 78 78 78 78 78
r22 0.752847
61 61 61 61 61 61 61 61 61 61 61 61 61 61 61
55 55 55 55 55 55 55 55 55 55 55 55 55 55 55
r23 0.820674
52 52 52 52 52 52 52 52 52 52 52 52 52 52 52
34 34 34 34 34 34 34 34 34 34 34 34 34 34 34
r24 0.924699
54 54 54 54 54 54 54 54 54 54 54 54 54 54 54
14 14 14 14 14 14 14 14 14 14 14 14 14 14 14
r25 0.96818
17 17 17 17 17 17 17 17 17 17 17 17 17 17 17
72 72 72 72 72 72 72 72 72 72 72 72 72 72 72
r26 0.527892
87 87 87 87 87 87 87 87 87 87 87 87 87 87 87
32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
r27 0.537616
65 65 65 65 65 65 65 65 65 65 65 65 65 65 65
75 75 75 75 75 75 75 75 75 75 75 75 75 75 75
r28 0.776561
15 15 15 15 15 15 15 15 15 15 15 15 15 15 15
52 52 52 52 52 52 52 52 52 52 52 52 52 52 52
r29 0.679958
30 30 30 30 30 30 30 30 30 30 30 30 30 30 30
54 54 54 54 54 54 54 54 54 54 54 54 54 54 54
r30 0.641793
69 69 69 69 69 69 69 69 69 69 69 69 69 69 69
70 70 70 70 70 70 70 70 70 70 70 70 70 70 70
r31 0.573179
91 91 91 91 91 91 91 91 91 91 91 91 91 91 91
34 34 34 34 34 34 34 34 34 34 34 34 34 34 34
r32 0.998221
5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
91 91 91 91 91 91 91 91 91 91 91 91 91 91 91
r33 0.948492
25 25 25 25 25 25 25 25 25 25 25 25 25 25 25
40 40 40 40 40 40 40 40 40 40 40 40 40 40 40
r34 0.549171
78 78 78 78 78 78 78 78 78 78 78 78 78 78 78
87 87 87 87 87 87 87 87 87 87 87 87 87 87 87
r35 0.59215
73 73 73 73 73 73 73 73 73 73 73 73 73 73 73
96 96 96 96 96 96 96 96 96 96 96 96 96 96 96
r36 0.85769
76 76 76 76 76 76 76 76 76 76 76 76 76 76 76
83 83 83 83 83 83 83 83 83 83 83 83 83 83 83
r37 0.534801
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
46 46 46 46 46 46 46 46 46 46 46 46 46 46 46
r38 0.889818
20 20 20 20 20 20 20 20 20 20 20 20 20 20 20
56 56 56 56 56 56 56 56 56 56 56 56 56 56 56
r39 0.514542
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
82 82 82 82 82 82 82 82 82 82 82 82 82 82 82
r40 0.787038
22 22 22 22 22 22 22 22 22 22 22 22 22 22 22
48 48 48 48 48 48 48 48 48 48 48 48 48 48 48
r41 0.675943
69 69 69 69 69 69 69 69 69 69 69 69 69 69 69
37 37 37 37 37 37 37 37 37 37 37 37 37 37 37
r42 0.813463
91 91 91 91 91 91 91 91 91 91 91 91 91 91 91
37 37 37 37 37 37 37 37 37 37 37 37 37 37 37
r43 0.786193
66 66 66 66 66 66 66 66 66 66 66 66 66 66 66
58 58 58 58 58 58 58 58 58 58 58 58 58 58 58
r44 0.720305
71 71 71 71 71 71 71 71 71 71 71 71 71 71 71
33 33 33 33 33 33 33 33 33 33 33 33 33 33 33
r45 0.62283
81 81 81 81 81 81 81 81 81 81 81 81 81 81 81
98 98 98 98 98 98 98 98 98 98 98 98 98 98 98
r46 0.797023
67 67 67 67 67 67 67 67 67 67 67 67 67 67 67
74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
r47 0.686489
78 78 78 78 78 78 78 78 78 78 78 78 78 78 78
66 66 66 66 66 66 66 66 66 66 66 66 66 66 66
r48 0.821242
60 60 60 60 60 60 60 60 60 60 60 60 60 60 60
81 81 81 81 81 81 81 81 81 81 81 81 81 81 81
r49 0.589889
90 90 90 90 90 90 90 90 90 90 90 90 90 90 90
84 84 84 84 84 84 84 84 84 84 84 84 84 84 84
r50 0.911822
70 70 70 70 70 70 70 70 70 70 70 70 70 70 70
98 98 98 98 98 98 98 98 98 98 98 98 98 98 98
