50 15 5 1 10
0 0.25
42535 36841 32500 40638 39943 38720 31734 43289 38610 34462 35801 32809 32941 35063 42973
w1 0.5
1865 3802 2698 1634 1501 4137 2870 3975 4033 2509 3072 2005 2857 2432 2689
w2 0.5
3273 2541 2382 1569 2261 4117 2858 2223 2931 3011 2033 3224 2074 3358 3915
w3 0.5
3013 2465 2574 3014 2103 4296 2842 1988 2658 1766 2493 4015 3050 4034 3259
w4 0.5
2075 4493 2244 3188 4462 3602 4264 2894 2113 2149 1618 2688 4007 4033 3979
w5 0.5
1999 2053 1739 2954 2202 3081 3794 3360 3699 2140 2875 2249 1674 1986 2924
w6 0.5
1979 3669 1642 1942 3123 4406 3688 3737 2055 4158 2277 1563 3692 1756 3287
w7 0.5
2662 3526 3349 3364 2459 2643 2224 1658 3283 3951 2407 3458 1789 3832 1912
w8 0.5
3353 2054 3062 1976 1961 2602 1565 2516 2261 2342 2931 1805 2951 2071 1848
w9 0.5
4097 3697 3329 2057 1840 4053 2215 3976 3856 3123 2934 4145 2807 3698 2265
w10 0.5
4252 4180 2488 2065 2634 2906 3082 3395 3748 1865 3700 2199 2436 4400 2164
r1 0.611073
23 63 15 28 25 96 69 73 22 76 62 90 84 31 74
81 81 81 81 81 81 81 81 81 81 81 81 81 81 81
r2 0.50037
5 58 44 16 46 91 43 18 65 59 92 6 36 16 64
43 43 43 43 43 43 43 43 43 43 43 43 43 43 43
r3 0.800907
36 6 55 53 74 14 40 58 41 15 39 68 85 40 26
29 29 29 29 29 29 29 29 29 29 29 29 29 29 29
r4 0.749445
20 86 77 80 45 70 78 74 78 42 14 17 24 46 15
71 71 71 71 71 71 71 71 71 71 71 71 71 71 71
r5 0.876662
77 35 43 15 42 75 78 27 12 96 48 55 58 60 38
35 35 35 35 35 35 35 35 35 35 35 35 35 35 35
r6 0.543056
97 16 50 72 51 56 82 70 97 92 38 89 77 15 24
18 18 18 18 18 18 18 18 18 18 18 18 18 18 18
r7 0.571828
85 93 77 92 90 25 44 45 80 77 72 18 50 70 27
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
r8 0.519241
52 21 40 46 14 73 35 83 80 51 93 98 9 78 89
81 81 81 81 81 81 81 81 81 81 81 81 81 81 81
r9 0.840044
98 11 21 79 84 88 89 34 55 16 27 90 84 71 11
24 24 24 24 24 24 24 24 24 24 24 24 24 24 24
r10 0.6005
89 45 96 67 91 89 62 93 68 51 74 35 27 73 42
43 43 43 43 43 43 43 43 43 43 43 43 43 43 43
r11 0.802765
29 35 49 79 47 68 69 28 39 73 45 46 85 31 86
81 81 81 81 81 81 81 81 81 81 81 81 81 81 81
r12 0.91572
71 53 67 36 96 39 66 24 9 8 59 50 26 80 80
71 71 71 71 71 71 71 71 71 71 71 71 71 71 71
r13 0.823965
39 26 48 71 94 88 14 77 16 95 58 10 66 26 55
31 31 31 31 31 31 31 31 31 31 31 31 31 31 31
r14 0.860174
65 21 67 66 24 27 16 43 99 91 11 59 16 42 78
56 56 56 56 56 56 56 56 56 56 56 56 56 56 56
r15 0.662469
44 19 46 55 11 5 57 73 23 9 99 76 56 61 89
23 23 23 23 23 23 23 23 23 23 23 23 23 23 23
r16 0.815813
42 38 48 42 26 54 93 34 89 71 85 94 41 26 14
79 79 79 79 79 79 79 79 79 79 79 79 79 79 79
r17 0.573833
79 28 85 98 33 81 71 84 42 60 99 61 65 39 91
14 14 14 14 14 14 14 14 14 14 14 14 14 14 14
r18 0.889439
60 63 44 49 32 30 41 65 51 47 44 25 59 21 49
45 45 45 45 45 45 45 45 45 45 45 45 45 45 45
r19 0.656207
23 79 55 58 39 54 19 96 85 11 7 55 21 60 16
57 57 57 57 57 57 57 57 57 57 57 57 57 57 57
r20 0.892791
82 45 8 31 84 44 51 44 60 92 81 68 66 99 47
21 21 21 21 21 21 21 21 21 21 21 21 21 21 21
r21 0.825454
68 69 75 50 72 74 98 85 34 14 42 39 52 25 76
52 52 52 52 52 52 52 52 52 52 52 52 52 52 52
r22 0.967671
88 94 97 49 84 78 17 47 77 57 61 32 35 26 96
10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
r23 0.608597
77 66 53 11 75 87 42 24 12 16 68 55 69 57 47
66 66 66 66 66 66 66 66 66 66 66 66 66 66 66
r24 0.526068
44 15 70 18 64 28 42 95 49 35 97 15 95 74 76
48 48 48 48 48 48 48 48 48 48 48 48 48 48 48
r25 0.812058
36 23 68 40 31 34 88 95 86 35 61 84 55 97 91
25 25 25 25 25 25 25 25 25 25 25 25 25 25 25
r26 0.644341
46 50 51 87 81 48 97 76 20 74 22 96 20 50 16
83 83 83 83 83 83 83 83 83 83 83 83 83 83 83
r27 0.597768
14 70 35 95 97 92 79 52 86 68 70 94 24 16 42
67 67 67 67 67 67 67 67 67 67 67 67 67 67 67
r28 0.915963
12 93 91 27 67 10 20 82 52 32 62 35 67 72 5
97 97 97 97 97 97 97 97 97 97 97 97 97 97 97
r29 0.669164
86 41 47 73 9 14 64 25 25 6 87 21 21 94 14
10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
r30 0.743956
12 37 52 60 61 11 87 28 78 87 23 40 79 9 76
27 27 27 27 27 27 27 27 27 27 27 27 27 27 27
r31 0.906477
33 36 5 51 34 84 67 48 78 73 53 95 43 57 30
90 90 90 90 90 90 90 90 90 90 90 90 90 90 90
r32 0.557463
96 96 12 72 81 30 12 60 31 83 79 98 60 13 34
57 57 57 57 57 57 57 57 57 57 57 57 57 57 57
r33 0.711483
41 23 8 16 91 53 9 34 11 34 21 20 17 17 17
24 24 24 24 24 24 24 24 24 24 24 24 24 24 24
r34 0.878969
46 88 50 70 68 30 68 25 38 94 77 89 54 15 12
58 58 58 58 58 58 58 58 58 58 58 58 58 58 58
r35 0.661186
8 28 26 14 54 42 27 66 54 36 83 36 26 29 24
71 71 71 71 71 71 71 71 71 71 71 71 71 71 71
r36 0.965151
96 59 10 31 50 80 20 97 87 24 52 11 19 55 31
40 40 40 40 40 40 40 40 40 40 40 40 40 40 40
r37 0.992479
77 84 47 29 20 27 60 41 51 76 12 43 61 6 94
67 67 67 67 67 67 67 67 67 67 67 67 67 67 67
r38 0.604941
47 45 39 31 61 86 38 76 41 64 16 98 45 86 79
84 84 84 84 84 84 84 84 84 84 84 84 84 84 84
r39 0.883109
11 67 32 54 40 37 89 97 38 84 61 59 26 5 96
60 60 60 60 60 60 60 60 60 60 60 60 60 60 60
r40 0.767926
46 61 34 79 26 42 75 63 28 54 44 35 49 47 97
73 73 73 73 73 73 73 73 73 73 73 73 73 73 73
r41 0.746864
10 86 32 40 70 85 95 88 85 91 48 13 49 86 70
78 78 78 78 78 78 78 78 78 78 78 78 78 78 78
r42 0.536887
18 37 51 41 87 87 69 33 34 63 6 30 93 9 13
25 25 25 25 25 25 25 25 25 25 25 25 25 25 25
r43 0.681207
7 39 63 87 28 11 93 72 89 63 48 52 51 61 84
94 94 94 94 94 94 94 94 94 94 94 94 94 94 94
r44 0.549144
81 63 93 15 27 92 37 20 96 46 38 40 21 40 72
80 80 80 80 80 80 80 80 80 80 80 80 80 80 80
r45 0.66174
83 18 67 70 73 12 22 24 68 98 18 63 64 91 26
57 57 57 57 57 57 57 57 57 57 57 57 57 57 57
r46 0.898159
49 38 61 45 76 94 81 93 31 50 70 51 45 53 64
9 9 9 9 9 9 9 9 9 9 9 9 9 9 9
r47 0.835965
17 37 53 77 36 63 37 95 54 56 49 52 96 94 83
57 57 57 57 57 57 57 57 57 57 57 57 57 57 57
r48 0.899848
48 17 49 75 62 19 26 99 68 83 9 83 17 18 21
66 66 66 66 66 66 66 66 66 66 66 66 66 66 66
r49 0.799562
26 28 41 73 79 85 25 72 79 5 30 16 60 70 25
9 9 9 9 9 9 9 9 9 9 9 9 9 9 9
r50 0.639955
24 67 79 84 47 83 64 59 93 80 22 84 26 44 9
62 62 62 62 62 62 62 62 62 62 62 62 62 62 62
