100 30 5 1 20
0 0.25
39178 41666 38887 39648 31229 33756 38376 35227 37690 39318 30484 35462 43848 40022 31509 42936 41294 35853 42059 35046 43039 32418 40134 41086 39419 30009 44601 44401 40264 41291
w1 0.5
3295 3809 1804 4295 2039 2913 3672 1618 1603 4342 2102 4417 3191 3476 2926 4479 2770 3132 1891 1816 1523 4309 2950 3610 1728 2959 3211 4130 1576 2854
w2 0.5
3371 2516 1851 3166 3055 3264 2690 3525 3368 2533 4127 3285 1576 3103 2064 1555 4373 4048 1946 2041 4071 2108 3843 3181 2336 2302 2244 2318 2730 3951
w3 0.5
1601 1967 3069 3620 3874 2185 2162 2899 4405 3195 2878 3543 3623 4481 4107 3679 1706 3655 4477 2599 3226 2437 1942 2260 3626 3096 3356 4444 4327 3159
w4 0.5
1780 3978 1583 3900 3352 2268 1563 2103 2526 3610 3481 1569 2734 3814 4176 2265 4372 3683 2594 2823 2409 3532 3265 3521 3010 1862 2730 2954 2041 4389
w5 0.5
2321 3868 1903 1722 3072 3024 2137 3676 4050 1599 3009 4119 3185 2676 4147 3950 2900 3330 2397 4224 1591 1781 2989 3613 3291 3703 2195 2097 4244 2084
w6 0.5
2066 4452 2821 2640 3377 1697 3629 2905 4247 3728 4414 4218 2414 2942 3865 2216 4343 2695 3113 4419 3139 3746 3260 2604 2537 2464 3299 3487 2560 3883
w7 0.5
3478 4188 3078 1970 3065 3628 4099 1822 3727 3328 1736 3446 4242 3531 3163 1958 3374 1711 3924 3645 3350 3170 2405 4454 1560 3721 3605 3547 1782 3340
w8 0.5
4112 3028 2382 1583 1945 1862 4182 2267 4090 3010 2856 3036 3104 1887 1699 3915 4113 1910 3691 3258 4112 2361 4163 4418 2773 3385 3523 1820 4019 2364
w9 0.5
3631 4244 2711 4066 2042 3073 3749 3161 2663 2611 1869 4199 1568 2256 1751 3983 2221 2513 3526 3979 2478 4387 3995 2396 3013 3232 4420 3685 3103 2636
w10 0.5
2586 2732 1873 2153 3274 3446 1754 2288 1962 2865 2657 2013 3285 3414 2264 2768 4487 3630 1794 4319 1608 2034 3814 2504 3899 2898 2776 3084 1501 4264
w11 0.5
2939 2497 2971 3592 1623 2270 3846 2411 2732 2564 3569 3597 4349 2835 4362 2970 2822 3844 3616 2641 3952 1502 2307 2308 3901 4057 3937 2838 4410 3701
w12 0.5
2850 2050 2760 1942 2174 3530 1641 3085 2114 3057 2154 4211 2906 3841 4425 1728 2164 3769 3845 3657 3573 3847 1817 4382 3601 4374 4171 1939 4285 3372
w13 0.5
2635 3923 2635 3429 1949 2017 3922 3886 2983 2479 1893 3047 3886 4234 3324 4466 1898 2946 3811 4408 2019 3511 1725 2253 2612 1599 1924 3051 4384 4149
w14 0.5
2871 3924 1766 1801 4373 2635 4223 3759 4119 2555 4152 3018 2293 4239 1842 2259 1989 3288 1571 1897 4160 3582 2122 1913 2046 2574 2690 3949 2810 2339
w15 0.5
4182 2115 3345 1835 1988 4481 1910 1599 4100 2965 1604 2618 3758 4343 3312 1518 1832 2101 1589 2230 2113 4023 3204 2526 1569 1630 4068 4370 2941 1907
w16 0.5
2975 2522 4443 3310 3362 4424 3720 3814 4376 2186 3918 2846 4444 3761 1658 1814 4445 2611 2255 2527 3224 1778 1584 1603 2199 1714 4171 2069 3155 1931
w17 0.5
1630 3305 3814 3792 2168 4090 3013 4482 3966 4051 4252 2664 4347 3865 2822 1662 3810 4286 2769 2190 3362 3048 2274 3817 4099 2488 3841 2021 4496 4272
w18 0.5
1978 3077 3706 4271 4097 3296 3136 4431 3114 3039 4183 4278 2886 3548 2952 3400 3211 2738 1670 3901 1953 3570 1675 4270 3521 3015 3611 4042 3363 3735
w19 0.5
4194 2665 3140 4317 2262 2288 2953 2546 3902 4492 2581 3680 3230 1982 2133 2483 3693 3723 2653 3446 4176 2075 3973 4299 4096 2488 3762 3639 1704 2998
w20 0.5
4398 4163 2066 4215 2277 2854 3020 3675 2609 3364 1757 1789 2094 2239 2422 3077 1784 1646 1582 3730 1674 2157 3555 4473 1754 1543 3736 4245 2099 2586
r1 0.812911
51 68 42 93 25 47 26 19 36 63 33 18 19 98 17 80 6 10 20 35 89 25 91 58 95 74 70 80 5 13
49 51 76 87 41 96 31 62 12 60 22 38 73 33 36 85 13 37 87 25 64 77 45 55 32 38 26 98 15 26
r2 0.903415
69 79 43 11 73 67 65 80 27 80 18 95 13 49 77 22 78 65 42 43 39 80 90 66 15 17 61 25 35 64
76 5 44 20 8 17 82 68 89 6 48 8 93 54 49 70 71 25 32 10 60 66 85 47 30 92 59 83 17 87
r3 0.674312
87 87 6 90 96 80 55 82 81 96 85 74 50 32 41 18 52 69 20 12 32 98 51 57 90 11 41 8 90 81
89 77 65 87 64 61 67 16 40 48 12 26 19 54 50 55 64 94 24 80 98 49 75 49 6 65 52 39 65 42
r4 0.570683
19 77 38 75 35 5 87 71 45 91 89 59 43 39 15 7 33 31 79 28 75 54 72 74 17 25 10 77 62 23
29 74 95 62 49 28 60 33 94 5 25 83 60 63 19 67 62 44 93 39 67 69 85 39 40 97 59 45 72 19
r5 0.881405
88 56 52 37 79 12 66 70 10 83 50 65 46 64 32 5 5 25 39 67 86 25 98 26 19 55 64 86 69 27
76 57 75 29 86 51 33 49 21 38 32 66 98 70 30 27 71 27 45 10 89 28 27 85 50 42 40 11 25 9
r6 0.966616
