200 30 7 1 15
0 0.25
36551 36551 36551 36551 36551 36551 36551 36551 36551 36551 36551 36551 36551 36551 36551 36551 36551 36551 36551 36551 36551 36551 36551 36551 36551 36551 36551 36551 36551 36551
w1 0.5
3401 3401 3401 3401 3401 3401 3401 3401 3401 3401 3401 3401 3401 3401 3401 3401 3401 3401 3401 3401 3401 3401 3401 3401 3401 3401 3401 3401 3401 3401
w2 0.5
3306 3306 3306 3306 3306 3306 3306 3306 3306 3306 3306 3306 3306 3306 3306 3306 3306 3306 3306 3306 3306 3306 3306 3306 3306 3306 3306 3306 3306 3306
w3 0.5
2202 2202 2202 2202 2202 2202 2202 2202 2202 2202 2202 2202 2202 2202 2202 2202 2202 2202 2202 2202 2202 2202 2202 2202 2202 2202 2202 2202 2202 2202
w4 0.5
3140 3140 3140 3140 3140 3140 3140 3140 3140 3140 3140 3140 3140 3140 3140 3140 3140 3140 3140 3140 3140 3140 3140 3140 3140 3140 3140 3140 3140 3140
w5 0.5
1658 1658 1658 1658 1658 1658 1658 1658 1658 1658 1658 1658 1658 1658 1658 1658 1658 1658 1658 1658 1658 1658 1658 1658 1658 1658 1658 1658 1658 1658
w6 0.5
3309 3309 3309 3309 3309 3309 3309 3309 3309 3309 3309 3309 3309 3309 3309 3309 3309 3309 3309 3309 3309 3309 3309 3309 3309 3309 3309 3309 3309 3309
w7 0.5
1628 1628 1628 1628 1628 1628 1628 1628 1628 1628 1628 1628 1628 1628 1628 1628 1628 1628 1628 1628 1628 1628 1628 1628 1628 1628 1628 1628 1628 1628
w8 0.5
1649 1649 1649 1649 1649 1649 1649 1649 1649 1649 1649 1649 1649 1649 1649 1649 1649 1649 1649 1649 1649 1649 1649 1649 1649 1649 1649 1649 1649 1649
w9 0.5
3217 3217 3217 3217 3217 3217 3217 3217 3217 3217 3217 3217 3217 3217 3217 3217 3217 3217 3217 3217 3217 3217 3217 3217 3217 3217 3217 3217 3217 3217
w10 0.5
3080 3080 3080 3080 3080 3080 3080 3080 3080 3080 3080 3080 3080 3080 3080 3080 3080 3080 3080 3080 3080 3080 3080 3080 3080 3080 3080 3080 3080 3080
w11 0.5
2234 2234 2234 2234 2234 2234 2234 2234 2234 2234 2234 2234 2234 2234 2234 2234 2234 2234 2234 2234 2234 2234 2234 2234 2234 2234 2234 2234 2234 2234
w12 0.5
1665 1665 1665 1665 1665 1665 1665 1665 1665 1665 1665 1665 1665 1665 1665 1665 1665 1665 1665 1665 1665 1665 1665 1665 1665 1665 1665 1665 1665 1665
w13 0.5
