100 15 7 1 20
0 0.25
36100 44269 32793 43176 32199 40007 44767 40354 39544 39953 40342 38169 43228 43858 43966
w1 0.5
4366 4370 3174 3749 1828 2088 2613 1937 1794 4303 2294 3529 2993 2602 2051
w2 0.5
2223 1844 1621 4422 3204 4388 3129 4100 2341 1823 3269 3569 3682 2587 3188
w3 0.5
2458 2215 3150 2786 2803 4263 3576 3450 4418 4370 2479 2911 2472 3382 1856
w4 0.5
3727 1977 3821 2431 1866 2450 2031 3059 2774 4152 2481 1956 2239 4169 4356
w5 0.5
1884 3006 2188 3540 2769 4264 2490 3040 4134 3821 4451 2458 2703 2160 1505
w6 0.5
2637 4178 3213 3355 2129 4096 1915 3755 4100 2896 1563 2192 2917 4419 4241
w7 0.5
3278 2281 2694 1547 2045 4036 3439 2031 3357 3391 3341 1560 4051 3346 2343
w8 0.5
3377 4408 4396 4358 4357 2163 3965 4309 3911 4028 2001 2328 4299 2095 1834
w9 0.5
2876 3028 3477 3774 2916 2416 1657 1773 1659 3499 2186 1562 2697 3381 2603
w10 0.5
3641 2851 4432 3850 3514 3897 3660 2925 3777 1513 4105 3577 2460 4440 2506
w11 0.5
3320 4483 3815 1737 2752 3972 2362 3263 2971 3400 3326 4169 2633 1781 4243
w12 0.5
3484 1528 4477 2498 3925 3989 4275 3203 4003 4232 2632 2315 4172 3638 2356
w13 0.5
3974 1671 3582 2578 4144 1796 4341 2615 3697 3519 2636 2182 3800 2380 2809
w14 0.5
2408 2787 4134 2185 2276 4261 3888 2131 3994 2372 3299 4018 1863 4155 2511
w15 0.5
4327 1945 2767 3971 2242 2608 2438 1791 1628 3575 2473 4280 1807 3783 2917
w16 0.5
2070 2551 3752 3198 2665 3141 4182 2159 4013 2981 1677 1728 2636 3041 1565
w17 0.5
3838 2832 2638 1932 4293 3929 2223 1773 3004 3549 1553 3663 2832 3322 2230
w18 0.5
1726 4482 2804 2891 3475 2486 3902 2989 4319 4431 3569 2808 3324 3635 4123
w19 0.5
2319 2614 3095 2464 2043 4171 2737 3899 3220 3143 3062 1904 1965 3792 4158
w20 0.5
4126 2814 3582 3102 4153 3336 1943 3972 3268 4012 2280 2092 3499 2256 3607
r1 0.891398
95 65 75 41 13 9 88 18 18 87 53 17 52 7 8
41 41 41 41 41 41 41 41 41 41 41 41 41 41 41
r2 0.999853
39 83 35 74 41 68 91 65 27 7 88 73 54 83 39
26 26 26 26 26 26 26 26 26 26 26 26 26 26 26
r3 0.691099
27 9 57 40 88 10 49 40 9 50 73 26 47 10 9
