50 30 8 1 15
0 0.25
32226 32226 32226 32226 32226 32226 32226 32226 32226 32226 32226 32226 32226 32226 32226 32226 32226 32226 32226 32226 32226 32226 32226 32226 32226 32226 32226 32226 32226 32226
w1 0.5
2057 2057 2057 2057 2057 2057 2057 2057 2057 2057 2057 2057 2057 2057 2057 2057 2057 2057 2057 2057 2057 2057 2057 2057 2057 2057 2057 2057 2057 2057
w2 0.5
3239 3239 3239 3239 3239 3239 3239 3239 3239 3239 3239 3239 3239 3239 3239 3239 3239 3239 3239 3239 3239 3239 3239 3239 3239 3239 3239 3239 3239 3239
w3 0.5
4181 4181 4181 4181 4181 4181 4181 4181 4181 4181 4181 4181 4181 4181 4181 4181 4181 4181 4181 4181 4181 4181 4181 4181 4181 4181 4181 4181 4181 4181
w4 0.5
4485 4485 4485 4485 4485 4485 4485 4485 4485 4485 4485 4485 4485 4485 4485 4485 4485 4485 4485 4485 4485 4485 4485 4485 4485 4485 4485 4485 4485 4485
w5 0.5
3400 3400 3400 3400 3400 3400 3400 3400 3400 3400 3400 3400 3400 3400 3400 3400 3400 3400 3400 3400 3400 3400 3400 3400 3400 3400 3400 3400 3400 3400
w6 0.5
1620 1620 1620 1620 1620 1620 1620 1620 1620 1620 1620 1620 1620 1620 1620 1620 1620 1620 1620 1620 1620 1620 1620 1620 1620 1620 1620 1620 1620 1620
w7 0.5
3408 3408 3408 3408 3408 3408 3408 3408 3408 3408 3408 3408 3408 3408 3408 3408 3408 3408 3408 3408 3408 3408 3408 3408 3408 3408 3408 3408 3408 3408
w8 0.5
2379 2379 2379 2379 2379 2379 2379 2379 2379 2379 2379 2379 2379 2379 2379 2379 2379 2379 2379 2379 2379 2379 2379 2379 2379 2379 2379 2379 2379 2379
w9 0.5
3913 3913 3913 3913 3913 3913 3913 3913 3913 3913 3913 3913 3913 3913 3913 3913 3913 3913 3913 3913 3913 3913 3913 3913 3913 3913 3913 3913 3913 3913
w10 0.5
2889 2889 2889 2889 2889 2889 2889 2889 2889 2889 2889 2889 2889 2889 2889 2889 2889 2889 2889 2889 2889 2889 2889 2889 2889 2889 2889 2889 2889 2889
w11 0.5
