100 30 8 1 20
0 0.25
30615 30615 30615 30615 30615 30615 30615 30615 30615 30615 30615 30615 30615 30615 30615 30615 30615 30615 30615 30615 30615 30615 30615 30615 30615 30615 30615 30615 30615 30615
w1 0.5
3957 3957 3957 3957 3957 3957 3957 3957 3957 3957 3957 3957 3957 3957 3957 3957 3957 3957 3957 3957 3957 3957 3957 3957 3957 3957 3957 3957 3957 3957
w2 0.5
1549 1549 1549 1549 1549 1549 1549 1549 1549 1549 1549 1549 1549 1549 1549 1549 1549 1549 1549 1549 1549 1549 1549 1549 1549 1549 1549 1549 1549 1549
w3 0.5
4207 4207 4207 4207 4207 4207 4207 4207 4207 4207 4207 4207 4207 4207 4207 4207 4207 4207 4207 4207 4207 4207 4207 4207 4207 4207 4207 4207 4207 4207
w4 0.5
3734 3734 3734 3734 3734 3734 3734 3734 3734 3734 3734 3734 3734 3734 3734 3734 3734 3734 3734 3734 3734 3734 3734 3734 3734 3734 3734 3734 3734 3734
w5 0.5
2670 2670 2670 2670 2670 2670 2670 2670 2670 2670 2670 2670 2670 2670 2670 2670 2670 2670 2670 2670 2670 2670 2670 2670 2670 2670 2670 2670 2670 2670
w6 0.5
4334 4334 4334 4334 4334 4334 4334 4334 4334 4334 4334 4334 4334 4334 4334 4334 4334 4334 4334 4334 4334 4334 4334 4334 4334 4334 4334 4334 4334 4334
w7 0.5
3960 3960 3960 3960 3960 3960 3960 3960 3960 3960 3960 3960 3960 3960 3960 3960 3960 3960 3960 3960 3960 3960 3960 3960 3960 3960 3960 3960 3960 3960
w8 0.5
4292 4292 4292 4292 4292 4292 4292 4292 4292 4292 4292 4292 4292 4292 4292 4292 4292 4292 4292 4292 4292 4292 4292 4292 4292 4292 4292 4292 4292 4292
w9 0.5
3262 3262 3262 3262 3262 3262 3262 3262 3262 3262 3262 3262 3262 3262 3262 3262 3262 3262 3262 3262 3262 3262 3262 3262 3262 3262 3262 3262 3262 3262
w10 0.5
3106 3106 3106 3106 3106 3106 3106 3106 3106 3106 3106 3106 3106 3106 3106 3106 3106 3106 3106 3106 3106 3106 3106 3106 3106 3106 3106 3106 3106 3106
w11 0.5
3212 3212 3212 3212 3212 3212 3212 3212 3212 3212 3212 3212 3212 3212 3212 3212 3212 3212 3212 3212 3212 3212 3212 3212 3212 3212 3212 3212 3212 3212
w12 0.5
3823 3823 3823 3823 3823 3823 3823 3823 3823 3823 3823 3823 3823 3823 3823 3823 3823 3823 3823 3823 3823 3823 3823 3823 3823 3823 3823 3823 3823 3823
w13 0.5
2277 2277 2277 2277 2277 2277 2277 2277 2277 2277 2277 2277 2277 2277 2277 2277 2277 2277 2277 2277 2277 2277 2277 2277 2277 2277 2277 2277 2277 2277
w14 0.5
2146 2146 2146 2146 2146 2146 2146 2146 2146 2146 2146 2146 2146 2146 2146 2146 2146 2146 2146 2146 2146 2146 2146 2146 2146 2146 2146 2146 2146 2146
w15 0.5
2215 2215 2215 2215 2215 2215 2215 2215 2215 2215 2215 2215 2215 2215 2215 2215 2215 2215 2215 2215 2215 2215 2215 2215 2215 2215 2215 2215 2215 2215
w16 0.5
4069 4069 4069 4069 4069 4069 4069 4069 4069 4069 4069 4069 4069 4069 4069 4069 4069 4069 4069 4069 4069 4069 4069 4069 4069 4069 4069 4069 4069 4069
w17 0.5
3665 3665 3665 3665 3665 3665 3665 3665 3665 3665 3665 3665 3665 3665 3665 3665 3665 3665 3665 3665 3665 3665 3665 3665 3665 3665 3665 3665 3665 3665
w18 0.5
1805 1805 1805 1805 1805 1805 1805 1805 1805 1805 1805 1805 1805 1805 1805 1805 1805 1805 1805 1805 1805 1805 1805 1805 1805 1805 1805 1805 1805 1805
w19 0.5
3003 3003 3003 3003 3003 3003 3003 3003 3003 3003 3003 3003 3003 3003 3003 3003 3003 3003 3003 3003 3003 3003 3003 3003 3003 3003 3003 3003 3003 3003
w20 0.5
2374 2374 2374 2374 2374 2374 2374 2374 2374 2374 2374 2374 2374 2374 2374 2374 2374 2374 2374 2374 2374 2374 2374 2374 2374 2374 2374 2374 2374 2374
r1 0.87355
61 61 61 61 61 61 61 61 61 61 61 61 61 61 61 61 61 61 61 61 61 61 61 61 61 61 61 61 61 61
19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19
r2 0.971896
