200 15 5 1 5
0 0.25
42870 42870 42870 42870 42870 42870 42870 42870 42870 42870 42870 42870 42870 42870 42870
w1 0.5
1681 1681 1681 1681 1681 1681 1681 1681 1681 1681 1681 1681 1681 1681 1681
w2 0.5
1583 1583 1583 1583 1583 1583 1583 1583 1583 1583 1583 1583 1583 1583 1583
w3 0.5
3194 3194 3194 3194 3194 3194 3194 3194 3194 3194 3194 3194 3194 3194 3194
w4 0.5
3053 3053 3053 3053 3053 3053 3053 3053 3053 3053 3053 3053 3053 3053 3053
w5 0.5
1506 1506 1506 1506 1506 1506 1506 1506 1506 1506 1506 1506 1506 1506 1506
r1 0.757423
90 90 90 90 90 90 90 90 90 90 90 90 90 90 90
6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
r2 0.519586
86 86 86 86 86 86 86 86 86 86 86 86 86 86 86
54 54 54 54 54 54 54 54 54 54 54 54 54 54 54
r3 0.658314
74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
86 86 86 86 86 86 86 86 86 86 86 86 86 86 86
r4 0.517649
74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
r5 0.731054
27 27 27 27 27 27 27 27 27 27 27 27 27 27 27
30 30 30 30 30 30 30 30 30 30 30 30 30 30 30
r6 0.853919
67 67 67 67 67 67 67 67 67 67 67 67 67 67 67
82 82 82 82 82 82 82 82 82 82 82 82 82 82 82
r7 0.627006
14 14 14 14 14 14 14 14 14 14 14 14 14 14 14
54 54 54 54 54 54 54 54 54 54 54 54 54 54 54
r8 0.742736
50 50 50 50 50 50 50 50 50 50 50 50 50 50 50
65 65 65 65 65 65 65 65 65 65 65 65 65 65 65
r9 0.60525
57 57 57 57 57 57 57 57 57 57 57 57 57 57 57
98 98 98 98 98 98 98 98 98 98 98 98 98 98 98
r10 0.986169
68 68 68 68 68 68 68 68 68 68 68 68 68 68 68
6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
r11 0.71038
91 91 91 91 91 91 91 91 91 91 91 91 91 91 91
88 88 88 88 88 88 88 88 88 88 88 88 88 88 88
r12 0.78645
12 12 12 12 12 12 12 12 12 12 12 12 12 12 12
74 74 74 74 74 74 74 74 74 74 74 74 74 74 74
r13 0.636403
72 72 72 72 72 72 72 72 72 72 72 72 72 72 72
48 48 48 48 48 48 48 48 48 48 48 48 48 48 48
r14 0.974966
34 34 34 34 34 34 34 34 34 34 34 34 34 34 34
19 19 19 19 19 19 19 19 19 19 19 19 19 19 19
r15 0.799781
84 84 84 84 84 84 84 84 84 84 84 84 84 84 84
42 42 42 42 42 42 42 42 42 42 42 42 42 42 42
